,customer_id,home_store,gender,customer_first-name,birthdate,customer_email,customer_since,loyalty_card_number,frequency,monetary,transaction_datetime,recency,avg_buy,product_category,product_type
22,23,3,M,Raphael Watkins,2/24/1954,Libby@libero.com,3/6/2017,865-048-2894,4.15686274509804,398.3,2022-04-26 17:14:00,3,3.866990291262136,Tea,Brewed Green tea
23,24,3,M,Avram Cooper,4/27/1954,Sandra@adipiscing.org,3/9/2017,411-854-0502,3.130434782608696,625.65,2022-04-25 13:46:00,4,4.501079136690647,Coffee,Barista Espresso
24,25,3,M,Drake Valentine,6/28/1954,Lewis@eget.edu,3/11/2017,160-817-8375,2.897959183673469,685.05,2022-04-28 18:15:00,1,4.628716216216216,Tea,Brewed Chai tea
25,26,3,M,Samuel Gallagher,8/29/1954,Paloma@ornare.org,3/14/2017,237-244-8752,1.5634920634920637,1119.65,2022-04-19 07:49:00,10,4.425494071146246,Coffee,Brewed Black tea
26,27,3,M,Adrian Carlson,10/30/1954,Orlando@mattis.org,3/17/2017,975-791-8098,7.694915254237288,185.2,2022-04-27 15:09:00,2,3.0866666666666664,Coffee,Brewed herbal tea
27,28,3,M,Harding Jarvis,12/31/1954,Cathleen@molestie.org,3/20/2017,423-612-1809,1.7043478260869565,1577.25,2022-04-27 14:33:00,2,6.827922077922078,Tea,Brewed Chai tea
28,29,3,M,Jackson Buckley,3/3/1955,Phelan@nec.us,3/22/2017,957-710-5308,5.364705882352941,423.0,2022-04-29 14:47:00,0,4.918604651162791,Coffee,Gourmet brewed coffee
29,30,3,M,Wing Bush,5/5/1955,Lee@eget.us,3/25/2017,507-966-0978,3.246268656716418,491.0,2022-04-21 13:56:00,8,3.637037037037037,Drinking Chocolate,Hot chocolate
30,31,3,M,Hedley Dorsey,7/6/1955,Paki@amet.us,3/28/2017,295-623-3357,5.779220779220779,330.0,2022-04-29 07:21:00,0,4.230769230769231,Coffee,Brewed Black tea
31,32,3,M,Griffith Lindsay,9/6/1955,Magee@ultricies.gov,3/31/2017,769-005-9211,5.380952380952381,314.75,2022-04-26 08:25:00,3,3.702941176470589,Coffee,Gourmet brewed coffee
32,33,3,M,Mason Stout,11/7/1955,Dennis@vestibulum.us,4/2/2017,030-445-7648,2.7346938775510203,845.85,2022-04-28 15:46:00,1,5.715202702702703,Drinking Chocolate,Hot chocolate
33,34,3,M,Murphy Mckee,1/8/1956,Hunter@Ut.edu,4/5/2017,264-090-3648,2.7468354430379747,913.75,2022-04-27 12:02:00,2,5.74685534591195,Coffee,Barista Espresso
34,35,3,M,Colton Ford,3/10/1956,Amena@vestibulum.org,4/8/2017,671-939-9911,2.1956521739130435,815.85,2022-04-24 16:06:00,5,4.41,Tea,Brewed Chai tea
35,36,3,M,Beck Pearson,5/11/1956,Leila@penatibus.com,4/11/2017,845-486-0693,6.323943661971831,384.0,2022-04-25 12:24:00,4,5.333333333333333,Tea,Brewed herbal tea
36,37,3,M,Noble Christensen,7/12/1956,Nolan@varius.edu,4/13/2017,758-964-2500,3.962962962962963,500.3,2022-04-27 09:18:00,2,4.589908256880734,Tea,Brewed Black tea
37,38,3,M,Xanthus Puckett,9/13/1956,Kylynn@aliquam.gov,4/16/2017,436-942-8673,3.672131147540984,529.15,2022-04-29 15:08:00,0,4.302032520325203,Coffee,Barista Espresso
38,39,3,M,Hakeem Bowers,11/14/1956,Caldwell@placerat.net,4/19/2017,913-873-5817,2.7658227848101267,1146.95,2022-04-21 11:23:00,8,7.213522012578617,Coffee,Gourmet brewed coffee
39,40,3,M,Lucas Copeland,1/15/1957,Emi@venenatis.edu,4/22/2017,180-267-4872,2.735483870967742,867.85,2022-04-27 08:07:00,2,5.563141025641026,Tea,Brewed Chai tea
40,41,3,M,Harrison Cash,3/18/1957,Uriel@imperdiet.us,4/25/2017,094-153-0253,2.88,611.15,2022-04-21 11:46:00,8,4.047350993377483,Tea,Brewed Chai tea
41,42,3,M,Todd Mckay,5/19/1957,Colin@Sed.edu,4/27/2017,679-008-0050,2.8456375838926173,715.5,2022-04-21 10:07:00,8,4.77,Coffee,Barista Espresso
42,43,3,M,Caldwell Rosales,7/20/1957,Julie@nulla.edu,4/30/2017,357-852-2866,3.53781512605042,510.6,2022-04-29 14:23:00,0,4.255,Coffee,Premium brewed coffee
43,44,3,M,Ciaran Owens,9/20/1957,Samantha@taciti.edu,5/3/2017,979-597-2939,3.223076923076923,551.75,2022-04-22 14:40:00,7,4.211832061068702,Coffee,Gourmet brewed coffee
44,45,3,M,Harper Figueroa,11/22/1957,Tashya@arcu.us,5/6/2017,203-603-4571,6.414285714285715,790.65,2022-04-27 17:19:00,2,11.135915492957746,Coffee,Premium brewed coffee
45,46,3,M,Zephania Yates,1/23/1958,Duncan@et.net,5/8/2017,029-550-1237,2.728476821192053,663.05,2022-04-25 17:08:00,4,4.362171052631578,Coffee,Brewed herbal tea
46,47,3,M,Caleb Miranda,3/26/1958,John@a.org,5/11/2017,807-423-0633,4.055555555555555,536.4,2022-04-27 18:57:00,2,4.921100917431192,Coffee,Brewed Green tea
47,48,3,M,Simon Armstrong,5/27/1958,Bertha@fringilla.com,5/14/2017,654-978-8530,2.3592814371257487,756.1,2022-04-26 17:54:00,3,4.500595238095238,Coffee,Organic brewed coffee
48,49,3,M,Dale Holmes,7/28/1958,Alfonso@lacus.com,5/17/2017,424-044-2556,5.068965517241379,346.05,2022-04-26 16:59:00,3,3.932386363636364,Tea,Brewed herbal tea
49,50,3,M,Elton Lester,9/28/1958,Colt@nunc.org,5/19/2017,017-112-7662,3.488,500.0,2022-04-13 10:56:00,16,3.968253968253968,Coffee,Pastry
50,51,3,M,Valentine Joseph,11/29/1958,Reese@dictum.edu,5/22/2017,805-407-8672,3.643478260869565,445.1,2022-04-22 17:43:00,7,3.8370689655172416,Coffee,Gourmet brewed coffee
51,52,3,M,Drake Ochoa,1/30/1959,Melinda@fermentum.gov,5/25/2017,710-304-2797,2.8732394366197185,685.5,2022-04-27 07:29:00,2,4.793706293706293,Tea,Brewed Chai tea
52,53,3,M,Robert Salas,4/3/1959,Janna@convallis.edu,5/28/2017,787-654-2964,2.2051282051282053,920.8,2022-04-27 12:16:00,2,4.697959183673469,Tea,Gourmet brewed coffee
53,54,3,M,Ferris Kidd,6/4/1959,Lysandra@adipiscing.gov,5/30/2017,383-139-9577,3.1954887218045114,571.9,2022-04-29 17:36:00,0,4.267910447761194,Coffee,Premium brewed coffee
54,55,3,M,Justin Hart,8/5/1959,Brynn@pede.org,6/2/2017,119-751-3976,3.954954954954955,499.2,2022-04-26 11:37:00,3,4.457142857142857,Coffee,Brewed Black tea
55,56,3,M,Reed Holman,10/6/1959,Karen@sociis.net,6/5/2017,199-920-1769,5.117647058823529,387.4,2022-04-29 12:52:00,0,4.504651162790697,Coffee,Gourmet brewed coffee
56,57,3,M,Kuame Cantu,12/7/1959,Hedy@lacinia.edu,6/8/2017,256-419-8919,3.464,562.5,2022-04-29 15:26:00,0,4.464285714285714,Coffee,Drip coffee
57,58,3,M,Adrian Carson,2/7/1960,Stacy@tempus.net,6/10/2017,703-777-1632,2.65625,803.4,2022-04-26 14:45:00,3,4.990062111801242,Coffee,Barista Espresso
58,59,3,M,Peter Hernandez,4/9/1960,Georgia@Nulla.com,6/13/2017,983-004-2955,3.991071428571429,431.7,2022-04-26 07:53:00,3,3.820353982300885,Tea,Brewed Black tea
59,60,3,M,Raymond Forbes,6/11/1960,Phelan@sed.edu,6/16/2017,524-730-2862,2.7712418300653594,863.84,2022-04-27 19:59:00,2,5.60935064935065,Tea,Brewed Green tea
60,61,3,M,Tate Solis,8/12/1960,Davis@fermentum.us,6/19/2017,752-217-2232,5.544303797468355,429.8,2022-04-18 14:41:00,11,5.3725000000000005,Coffee,Gourmet brewed coffee
61,62,3,M,Valentine Butler,10/13/1960,Brady@tellus.net,6/21/2017,703-338-1357,3.990740740740741,492.15,2022-04-21 17:09:00,8,4.515137614678899,Tea,Brewed Chai tea
62,63,3,M,Lamar Chen,12/14/1960,Preston@penatibus.edu,6/24/2017,403-049-6981,3.8828828828828823,436.45,2022-04-29 13:13:00,0,3.896875,Tea,Brewed Black tea
63,64,3,M,Macon Rush,2/14/1961,Adrienne@Cras.org,6/27/2017,104-937-1984,2.4578313253012047,694.85,2022-04-24 17:31:00,5,4.160778443113773,Tea,Brewed Chai tea
64,65,3,M,Luke Beasley,4/17/1961,Mufutau@elit.gov,6/30/2017,310-387-3534,2.2032085561497325,1160.5,2022-04-29 19:32:00,0,6.172872340425532,Coffee,Brewed Chai tea
65,66,3,M,Armando Faulkner,6/18/1961,Amal@sociis.com,7/2/2017,309-219-0012,3.169117647058824,648.5,2022-04-19 18:09:00,10,4.733576642335766,Drinking Chocolate,Hot chocolate
66,67,3,M,Barclay Clarke,8/19/1961,Conan@ullamcorper.net,7/5/2017,511-786-9310,3.7094017094017095,609.65,2022-04-28 17:28:00,1,5.166525423728813,Tea,Brewed Black tea
67,68,3,M,Tanek Craig,10/21/1961,Rebekah@ullamcorper.gov,7/8/2017,399-348-1631,5.631578947368421,442.0,2022-04-13 19:46:00,16,5.740259740259741,Coffee,Organic brewed coffee
68,69,3,M,Caesar Estes,12/22/1961,Chantale@massa.com,7/11/2017,463-990-0451,2.2324324324324323,917.5,2022-04-24 13:14:00,5,4.932795698924731,Coffee,Barista Espresso
69,70,3,M,Ivor Levine,2/22/1962,Irma@eleifend.us,7/13/2017,489-527-6220,2.470238095238096,757.2,2022-04-27 11:08:00,2,4.4804733727810655,Coffee,Brewed herbal tea
70,71,3,M,Hall Patel,4/25/1962,Denise@primis.org,7/16/2017,217-626-4681,4.198019801980198,591.9499999999999,2022-04-10 07:07:00,19,5.803431372549019,Coffee,Hot chocolate
71,72,3,M,Axel Fields,6/26/1962,Herrod@at.gov,7/19/2017,026-870-4410,4.178217821782178,350.5,2022-04-28 11:40:00,1,3.4362745098039214,Tea,Brewed Black tea
72,73,3,M,Geoffrey Wright,8/27/1962,Kaitlin@parturient.org,7/22/2017,609-652-9928,5.414634146341464,407.0,2022-04-29 15:35:00,0,4.903614457831325,Coffee,Gourmet brewed coffee
73,74,3,M,Conan Glenn,10/28/1962,Melyssa@ipsum.org,7/24/2017,329-949-6399,4.515463917525773,435.4,2022-04-27 12:27:00,2,4.442857142857143,Coffee,Drip coffee
74,75,3,M,Giacomo Luna,12/30/1962,Elliott@eleifend.us,7/27/2017,979-165-4242,3.831858407079646,488.4,2022-04-28 10:49:00,1,4.284210526315789,Coffee,Drip coffee
75,76,3,M,Bruce Blackwell,3/2/1963,Ima@pretium.net,7/30/2017,572-526-5147,3.583333333333333,519.35,2022-04-26 18:53:00,3,4.292148760330579,Coffee,Barista Espresso
76,77,3,M,Cullen Romero,5/3/1963,Duncan@aptent.gov,8/2/2017,527-724-8593,13.617647058823527,157.4,2022-04-26 12:25:00,3,4.497142857142857,Coffee,Barista Espresso
77,78,3,M,Kato Bentley,7/4/1963,Cody@aliquam.org,8/5/2017,785-964-9335,8.127272727272727,270.0,2022-04-27 17:47:00,2,4.821428571428571,Coffee,Brewed Black tea
78,79,3,M,Brandon Walter,9/4/1963,Kevyn@accumsan.edu,8/7/2017,557-211-3460,8.461538461538462,234.75,2022-04-10 14:03:00,19,4.429245283018868,Tea,Brewed herbal tea
79,80,3,M,Benjamin Mcguire,11/5/1963,Vernon@Duis.gov,8/10/2017,913-670-1136,2.526627218934911,681.75,2022-04-27 08:40:00,2,4.010294117647059,Tea,Brewed Chai tea
80,81,3,M,Donovan Russo,1/6/1964,Neil@Donec.gov,8/13/2017,215-509-6514,1.9761904761904765,856.35,2022-04-29 19:04:00,0,4.058530805687204,Tea,Brewed Chai tea
81,82,3,M,Conan Meyers,3/8/1964,Charissa@varius.gov,8/16/2017,227-846-2083,3.1838235294117645,647.25,2022-04-28 10:47:00,1,4.724452554744525,Coffee,Hot chocolate
82,83,3,M,Cedric Duke,5/10/1964,Adrienne@lorem.com,8/18/2017,443-645-8649,3.114503816793893,556.75,2022-04-22 16:06:00,7,4.21780303030303,Coffee,Brewed Chai tea
83,84,3,M,Kareem Sanchez,7/11/1964,Kuame@erat.org,8/21/2017,828-727-5876,4.09433962264151,555.75,2022-04-19 10:43:00,10,5.19392523364486,Tea,Brewed Green tea
84,85,3,M,Kibo Mayo,9/11/1964,Avye@vitae.edu,8/24/2017,948-903-4949,6.5,272.55,2022-04-23 07:48:00,6,3.838732394366197,Bakery,Pastry
85,86,3,M,Jack Mcdowell,11/12/1964,Athena@Sed.gov,8/27/2017,166-246-9158,5.69620253164557,366.2,2022-04-29 08:19:00,0,4.5775,Coffee,Drip coffee
86,87,3,M,Porter Green,1/13/1965,Deirdre@at.com,8/29/2017,003-132-5247,3.158273381294964,527.6,2022-04-29 10:05:00,0,3.7685714285714287,Coffee,Brewed Chai tea
87,88,3,M,Hedley Fitzpatrick,3/16/1965,Daria@pulvinar.gov,9/1/2017,360-458-8120,3.7767857142857135,432.1,2022-04-21 09:53:00,8,3.823893805309735,Coffee,Gourmet brewed coffee
88,89,3,M,Addison Barrera,5/17/1965,Adrian@ut.org,9/4/2017,084-213-3936,4.988505747126437,372.5,2022-04-25 08:35:00,4,4.232954545454546,Tea,Hot chocolate
89,90,3,M,Brendan Mitchell,7/19/1965,Joy@sit.gov,9/7/2017,501-147-3326,2.2742857142857145,709.85,2022-04-13 19:32:00,16,4.033238636363636,Coffee,Barista Espresso
90,91,3,M,Hu Daniel,9/19/1965,Merrill@Vivamus.com,9/9/2017,702-544-9634,4.531914893617022,463.9,2022-04-11 17:03:00,18,4.883157894736842,Tea,Brewed Chai tea
91,92,3,M,Christian Massey,11/20/1965,Patience@facilisi.com,9/12/2017,867-249-6572,3.6864406779661016,528.0,2022-04-28 10:50:00,1,4.436974789915967,Coffee,Organic brewed coffee
92,93,3,M,Ian Jimenez,1/21/1966,Hamish@laoreet.net,9/15/2017,088-083-1467,9.479166666666666,246.0,2022-04-20 15:16:00,9,5.020408163265306,Tea,Brewed Black tea
93,94,3,M,Ignatius Fitzpatrick,3/24/1966,Dexter@in.gov,9/18/2017,686-116-8366,3.6666666666666665,578.85,2022-04-28 16:31:00,1,4.905508474576272,Tea,Brewed Black tea
94,95,3,M,Gabriel Vargas,5/25/1966,Kessie@ipsum.net,9/20/2017,485-255-6636,3.159090909090909,573.3,2022-04-26 16:12:00,3,4.310526315789473,Tea,Drip coffee
95,96,3,M,Nigel Yates,7/26/1966,Malik@Cras.edu,9/23/2017,134-226-3957,5.235294117647059,323.4,2022-04-26 07:37:00,3,3.760465116279069,Coffee,Drip coffee
96,97,3,M,Jonah Kent,9/26/1966,Jana@nunc.us,9/26/2017,034-272-9190,8.070175438596491,286.4,2022-04-28 10:19:00,1,4.937931034482758,Drinking Chocolate,Hot chocolate
97,98,3,M,Duncan Arnold,11/28/1966,Scarlet@at.com,9/29/2017,755-191-3372,2.0871794871794878,905.5,2022-04-26 12:49:00,3,4.619897959183674,Coffee,Barista Espresso
98,99,3,M,Orlando Shields,1/29/1967,Ivory@scelerisque.us,10/1/2017,747-164-4596,3.0144927536231885,730.45,2022-04-27 18:51:00,2,5.255035971223022,Coffee,Barista Espresso
99,100,3,M,Boris Estrada,4/1/1967,Rosalyn@Proin.com,10/4/2017,406-350-0623,1.8798076923076923,1002.3,2022-04-29 14:54:00,0,4.795693779904306,Coffee,Barista Espresso
100,101,3,M,Castor Savage,6/2/1967,Donovan@eget.gov,10/7/2017,418-472-9496,1.957142857142857,857.9,2022-04-23 16:48:00,6,4.065876777251185,Coffee,Gourmet brewed coffee
101,102,3,M,Tyrone Armstrong,8/3/1967,Hilda@malesuada.com,10/10/2017,404-721-1224,5.141176470588236,380.0,2022-04-23 18:03:00,6,4.418604651162791,Coffee,Gourmet brewed coffee
102,103,3,M,Rigel Dalton,10/4/1967,Stewart@nonummy.edu,10/12/2017,222-268-5708,7.233333333333333,276.25,2022-04-21 17:45:00,8,4.528688524590164,Tea,Brewed herbal tea
103,104,3,M,Oleg Mccray,12/5/1967,Carson@inceptos.edu,10/15/2017,509-169-2093,6.405797101449275,328.0,2022-04-20 13:01:00,9,4.685714285714286,Coffee,Drip coffee
104,105,3,M,Ulric Bradshaw,2/6/1968,Lee@cursus.net,10/18/2017,731-688-7204,2.8187919463087248,769.95,2022-04-28 17:42:00,1,5.133,Coffee,Gourmet brewed coffee
105,106,3,M,Scott Russell,4/8/1968,Lacey@elementum.gov,10/21/2017,854-586-9765,10.454545454545457,192.15,2022-04-29 07:16:00,0,4.2700000000000005,Coffee,Organic brewed coffee
106,107,3,M,Akeem Wiley,6/9/1968,Nell@arcu.gov,10/23/2017,984-827-9560,3.0428571428571427,611.55,2022-04-26 14:08:00,3,4.337234042553191,Coffee,Hot chocolate
107,108,3,M,Herrod Garrison,8/10/1968,Baxter@sociosqu.org,10/26/2017,738-873-5744,4.29126213592233,483.6,2022-04-29 13:34:00,0,4.65,Coffee,Organic brewed coffee
108,109,3,M,Dennis Leblanc,10/11/1968,Ruth@tortor.org,10/29/2017,390-916-4716,3.4065040650406506,554.85,2022-04-25 09:50:00,4,4.474596774193548,Coffee,Premium brewed coffee
109,110,3,M,Keane Robinson,12/12/1968,Dara@dignissim.com,11/1/2017,046-864-3591,5.162790697674419,436.15,2022-04-26 08:55:00,3,5.013218390804598,Tea,Brewed Black tea
110,111,3,M,Isaiah Stevenson,2/12/1969,Clayton@In.net,11/3/2017,714-419-2937,3.6779661016949152,484.5,2022-04-28 16:08:00,1,4.071428571428571,Tea,Brewed Chai tea
111,112,3,M,Allistair Ramirez,4/15/1969,Tatum@Cum.gov,11/6/2017,253-876-9471,3.9444444444444446,499.5,2022-04-21 08:33:00,8,4.58256880733945,Tea,Brewed Black tea
112,113,3,M,Gannon Rowe,6/17/1969,Cameron@nascetur.us,11/9/2017,962-226-5001,3.58974358974359,490.5,2022-04-28 07:18:00,1,4.156779661016949,Tea,Brewed herbal tea
113,114,3,M,Aquila Strong,8/18/1969,Lucian@Morbi.org,11/12/2017,423-516-7004,3.9375,462.1,2022-04-29 14:17:00,0,4.089380530973451,Coffee,Barista Espresso
114,115,3,M,Gabriel Hansen,10/19/1969,Declan@fames.net,11/15/2017,035-933-1503,2.247368421052632,881.5,2022-04-26 07:53:00,3,4.615183246073299,Tea,Scone
115,116,3,M,Reese Gibson,12/20/1969,Gay@ipsum.edu,11/17/2017,595-850-6008,2.888157894736842,767.0,2022-04-28 16:14:00,1,5.0130718954248366,Coffee,Gourmet brewed coffee
116,117,3,M,Lewis Deleon,2/20/1970,Conan@tristique.us,11/20/2017,998-351-2564,2.324324324324324,790.15,2022-04-29 12:04:00,0,4.248118279569892,Tea,Brewed Chai tea
117,118,3,M,Alec Emerson,4/23/1970,Aretha@nunc.us,11/23/2017,302-595-2714,3.0661764705882355,684.0,2022-04-19 14:52:00,10,4.992700729927007,Tea,Brewed Chai tea
118,119,3,M,Cullen Harrell,6/24/1970,Madeline@libero.org,11/26/2017,977-062-4695,3.167883211678832,709.2,2022-04-29 08:34:00,0,5.139130434782609,Tea,Brewed Chai tea
119,120,3,M,Emery Stokes,8/26/1970,Vera@Cras.us,11/28/2017,878-098-9349,3.1417910447761197,642.0,2022-04-26 08:38:00,3,4.755555555555556,Tea,Barista Espresso
120,121,3,M,Anthony Santiago,10/27/1970,Louis@lorem.gov,12/1/2017,419-037-6499,4.846153846153846,491.2,2022-04-27 15:00:00,2,5.339130434782609,Coffee,Premium brewed coffee
121,122,3,M,Jermaine Ray,12/28/1970,Josephine@convallis.us,12/4/2017,987-333-9350,3.8256880733944953,466.5,2022-04-09 13:11:00,20,4.240909090909091,Coffee,Premium brewed coffee
122,123,3,M,Guy Taylor,2/28/1971,Nayda@gravida.us,12/7/2017,253-334-6796,11.447368421052632,196.2,2022-04-06 15:21:00,23,5.030769230769231,Drinking Chocolate,Hot chocolate
123,124,3,M,Holmes Dorsey,5/1/1971,Ivy@pellentesque.com,12/9/2017,118-893-0232,4.802197802197802,460.95,2022-04-24 15:00:00,5,5.010326086956522,Coffee,Premium brewed coffee
124,125,3,M,Alexander Miller,7/2/1971,Omar@sociis.net,12/12/2017,482-661-3695,3.849557522123894,500.15,2022-04-21 17:18:00,8,4.387280701754387,Coffee,Premium brewed coffee
125,126,3,M,Mark Baldwin,9/2/1971,Porter@amet.net,12/15/2017,866-602-6723,5.317647058823529,425.25,2022-04-23 12:37:00,6,4.944767441860465,Tea,Brewed Black tea
126,127,3,M,Stuart Nunez,11/3/1971,Noah@adipiscing.gov,12/18/2017,796-362-1661,4.169811320754717,531.55,2022-04-26 11:26:00,3,4.967757009345794,Coffee,Drip coffee
127,128,3,M,Bernard Callahan,1/5/1972,Anthony@placerat.org,12/20/2017,061-805-1586,3.3046875,596.1,2022-04-25 11:45:00,4,4.620930232558139,Coffee,Brewed Chai tea
128,129,3,M,Travis Carr,3/7/1972,Thane@ullamcorper.com,12/23/2017,939-640-0576,6.347222222222222,352.5,2022-04-26 10:45:00,3,4.828767123287672,Drinking Chocolate,Hot chocolate
129,130,3,M,Dale Marquez,5/8/1972,Armand@massa.net,12/26/2017,656-130-6731,2.4759036144578315,1189.05,2022-04-23 14:56:00,6,7.120059880239521,Coffee,Hot chocolate
130,131,3,M,Amal Dejesus,7/9/1972,Blaze@leo.gov,12/29/2017,557-490-4280,2.835526315789474,686.75,2022-04-26 14:04:00,3,4.488562091503268,Coffee,Barista Espresso
131,132,3,M,Tate Albert,9/9/1972,Piper@Cum.net,12/31/2017,174-527-6126,5.337349397590361,461.05,2022-04-23 08:58:00,6,5.4886904761904765,Tea,Gourmet brewed coffee
132,133,3,M,Zahir Webb,11/10/1972,Jermaine@Lorem.us,1/3/2018,389-154-7436,3.185185185185185,613.75,2022-04-25 10:39:00,4,4.512867647058823,Tea,Brewed herbal tea
133,134,3,M,Ian Duncan,1/11/1973,Jack@dolor.us,1/6/2018,814-963-1003,3.6140350877192975,520.7,2022-04-13 07:34:00,16,4.527826086956522,Tea,Hot chocolate
134,135,3,M,Matthew Mcneil,3/15/1973,Elaine@Aliquam.com,1/9/2018,942-295-9967,2.247191011235955,1179.3,2022-04-21 08:33:00,8,6.588268156424581,Coffee,Brewed Chai tea
135,136,3,M,Neil Bonner,5/16/1973,Preston@lorem.us,1/11/2018,026-221-2273,2.7655172413793103,736.05,2022-04-29 09:48:00,0,5.041438356164384,Tea,Gourmet brewed coffee
136,137,3,M,Phelan Wiggins,7/17/1973,Sybil@nostra.com,1/14/2018,298-064-0679,8.10909090909091,212.0,2022-04-04 16:36:00,25,3.7857142857142856,Coffee,Gourmet brewed coffee
137,138,3,M,Gary Padilla,9/17/1973,Zachary@dis.gov,1/17/2018,135-645-6065,3.0431654676258995,533.8,2022-04-29 19:22:00,0,3.812857142857143,Coffee,Brewed herbal tea
138,139,3,M,Beck Griffin,11/18/1973,Isabelle@viverra.edu,1/20/2018,309-009-5095,8.089285714285714,257.1,2022-04-29 15:48:00,0,4.510526315789474,Coffee,Premium brewed coffee
139,140,3,M,Elijah Pate,1/19/1974,Galena@non.net,1/22/2018,648-469-4108,5.0,437.0,2022-04-28 11:37:00,1,4.855555555555555,Coffee,Brewed Black tea
140,141,3,M,Marsden Whitaker,3/22/1974,Amery@nunc.gov,1/25/2018,204-712-4465,1.6058091286307057,945.55,2022-04-26 11:12:00,3,3.9072314049586776,Coffee,Barista Espresso
